GeneSet,N_Genes,CPI,SE,t,p.value,q.value
BERENJENO_TRANSFORMED_BY_RHOA_UP,393,0.394817164850823,0.0384918140337771,10.2571722004155,2.93253938818107e-17,4.00785503602117e-17
REACTOME_IMMUNE_SYSTEM,651,0.383838763073105,0.0374255113278734,10.2560726481573,2.94824159738362e-17,4.02720540710674e-17
AMUNDSON_RESPONSE_TO_ARSENITE,155,0.398928703034241,0.0389037979662397,10.2542354188768,2.97466637266271e-17,4.06117455064208e-17
HOQUE_METHYLATED_IN_CANCER,41,0.402915907378576,0.0392975529626159,10.252951570849,2.99327257139875e-17,4.08443940312726e-17
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN,44,0.400271267382091,0.0390578286931937,10.2481699770434,3.06360132225068e-17,4.17822051738214e-17
KEGG_STARCH_AND_SUCROSE_METABOLISM,32,0.395278142383641,0.0385727514404524,10.2476003816803,3.07208862525294e-17,4.18760669973088e-17
FAELT_B_CLL_WITH_VH3_21_UP,31,0.400487916257961,0.0390958605335538,10.243742196549,3.13020117082457e-17,4.26459261341061e-17
KIM_WT1_TARGETS_8HR_UP,132,0.393064271448512,0.0383958776708347,10.2371477172166,3.23208884166199e-17,4.40110636111489e-17
BAE_BRCA1_TARGETS_UP,59,0.391908310547524,0.0382870454571385,10.2360551948637,3.24928668374e-17,4.42221646211667e-17
WANG_CLIM2_TARGETS_UP,168,0.412826302594499,0.0403315411325874,10.2358177000318,3.25303729769339e-17,4.42501267449533e-17
RUTELLA_RESPONSE_TO_HGF_DN,172,0.415612546532594,0.0406063806557053,10.2351536832722,3.26354674290323e-17,4.43529226776156e-17
LIANG_SILENCED_BY_METHYLATION_2,42,0.394540119811931,0.0385476584191495,10.2351254522877,3.26399430973637e-17,4.43529226776156e-17
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_8,33,0.395721697533209,0.038665867843692,10.2343932672849,3.27562368166844e-17,4.44877781648775e-17
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN,150,0.386456316782393,0.0377617057251365,10.2340799855644,3.28061223670199e-17,4.4532348207885e-17
CAIRO_HEPATOBLASTOMA_CLASSES_UP,460,0.416086013561666,0.0406972567602632,10.2239326845227,3.44637443363235e-17,4.67581429919231e-17
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3,575,0.390737423132709,0.0382190999824316,10.2236165506859,3.45167126672078e-17,4.68056670211773e-17
LEE_BMP2_TARGETS_UP,515,0.397100698260935,0.0388501284657853,10.2213483955569,3.48991414215926e-17,4.72996675163299e-17
GENTILE_RESPONSE_CLUSTER_D3,49,0.396415263403078,0.0387954609490843,10.2180836032168,3.54570735470505e-17,4.80308955785331e-17
REACTOME_METABOLISM_OF_MRNA,187,0.400260663602287,0.0391799253650268,10.2159628910261,3.58242669454409e-17,4.85031201145071e-17
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,46,0.391118908358431,0.038293094714606,10.2138234392753,3.61985642777444e-17,4.89735426122826e-17
ROZANOV_MMP14_TARGETS_UP,193,0.392829017062341,0.0384607545403145,10.2137626200385,3.62092616707908e-17,4.89735426122826e-17
BIOCARTA_IL2RB_PATHWAY,29,0.391407890725638,0.0383336191271237,10.2105645028619,3.67762564057183e-17,4.97146388406835e-17
WANG_MLL_TARGETS,195,0.394556643402914,0.0386475006438061,10.2091115034666,3.7036788285332e-17,5.00409014171058e-17
KEGG_PROPANOATE_METABOLISM,27,0.417224527956417,0.0408716327715013,10.2081688365368,3.72068021810818e-17,5.02445894878067e-17
YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_DN,41,0.396335001048148,0.0388313447308943,10.2065741939867,3.74961839151666e-17,5.06091794281789e-17
PID_TAP63_PATHWAY,41,0.392217019047753,0.0384288242811284,10.206323674606,3.75418504053168e-17,5.06200126497276e-17
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP,30,0.405838189563308,0.0397634306186046,10.2063172932927,3.75430143645929e-17,5.06200126497276e-17
BENPORATH_NANOG_TARGETS,676,0.411590482676258,0.0403319781514912,10.2050655965914,3.77720256022201e-17,5.09024869815043e-17
QI_HYPOXIA_TARGETS_OF_HIF1A_AND_FOXA2,25,0.379364578876267,0.0371763291348424,10.2044657905914,3.78822618173185e-17,5.10246882196097e-17
JAEGER_METASTASIS_DN,193,0.395826504127374,0.0387911633400084,10.2040379830302,3.79610838555621e-17,5.1104472538267e-17
BAELDE_DIABETIC_NEPHROPATHY_UP,64,0.378720220144675,0.0371151621597664,10.2039220120993,3.79824793753342e-17,5.11069049459757e-17
RIZ_ERYTHROID_DIFFERENTIATION_HBZ,32,0.404227364843967,0.0396465008720736,10.1957891857412,3.95134240606233e-17,5.313944503823e-17
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,47,0.382442460760349,0.0375181913632895,10.1935207125831,3.99513655559795e-17,5.37007278390265e-17
REACTOME_NETRIN1_SIGNALING,25,0.387213007335728,0.0379898493175968,10.1925386462739,4.01424636007018e-17,5.39298082050623e-17
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM,192,0.414030001736923,0.0406295009681902,10.1903787117907,4.05659872906882e-17,5.44707467017012e-17
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP,28,0.395473725202602,0.038809769296754,10.1900560701266,4.06296344386574e-17,5.4528146219371e-17
BROWNE_HCMV_INFECTION_8HR_DN,29,0.366513970627362,0.0359698624263183,10.1894737956849,4.07447522573727e-17,5.46545288634886e-17
ISSAEVA_MLL2_TARGETS,48,0.403765210835937,0.0396271924765435,10.1890945485209,4.08199064346003e-17,5.47272024089785e-17
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN,85,0.403564892647038,0.0396097919507161,10.188513313808,4.09353573433561e-17,5.48294988383027e-17
CROMER_METASTASIS_DN,64,0.385593072179006,0.0378459161243424,10.1884988306834,4.09382383047197e-17,5.48294988383027e-17
KEGG_TIGHT_JUNCTION,97,0.383436021120569,0.037640305608178,10.1868466508216,4.12682237938543e-17,5.52430969102955e-17
DEMAGALHAES_AGING_UP,44,0.409880885898985,0.0402413558837466,10.1855635054418,4.15263396752099e-17,5.556011292955e-17
MARTINEZ_TP53_TARGETS_UP,432,0.400828636692129,0.0393533834984703,10.1853665697566,4.15660978672615e-17,5.55848023248002e-17
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP,190,0.392598256747931,0.0385531090818096,10.1833098833829,4.19835950456421e-17,5.6114343992869e-17
DOANE_RESPONSE_TO_ANDROGEN_DN,178,0.413795427058224,0.0406384605717914,10.1823597950325,4.21778738432999e-17,5.63451473923039e-17
MARSON_FOXP3_TARGETS_DN,38,0.377217598531926,0.0370486987016207,10.1816693096274,4.23196324379195e-17,5.64997841311173e-17
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN,126,0.403203202939272,0.0396012208794587,10.1815851629063,4.23369405811937e-17,5.64997841311173e-17
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,27,0.380065807763522,0.0373321108631254,10.1806674998099,4.2526155584693e-17,5.67232821679263e-17
LEE_AGING_NEOCORTEX_DN,56,0.392463772957397,0.03855201057431,10.1801116753927,4.26411738482418e-17,5.6847635447145e-17
PID_ARF6_TRAFFICKING_PATHWAY,38,0.412938552482777,0.040564154311668,10.1798881177217,4.26875230508595e-17,5.68803614094445e-17
RASHI_RESPONSE_TO_IONIZING_RADIATION_4,42,0.389436064336776,0.0382579140035682,10.1792289119698,4.28244871390038e-17,5.70337350411746e-17
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN,206,0.419483983351733,0.0412117341640235,10.1787510732302,4.2924043399107e-17,5.71371577695256e-17
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,94,0.39742343116042,0.0390792284401404,10.1696846898903,4.4857536216514e-17,5.96772067998391e-17
LEE_LIVER_CANCER_SURVIVAL_UP,120,0.401541680873113,0.0394845461958499,10.1695908794646,4.48779914684877e-17,5.96772067998391e-17
VANASSE_BCL2_TARGETS_UP,28,0.399045675487778,0.0392448667980729,10.1680986086917,4.52046383438058e-17,6.00809482623481e-17
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70,49,0.38969907405784,0.0383312560588479,10.1666137279602,4.55320308676354e-17,6.04852691108252e-17
SCHEIDEREIT_IKK_INTERACTING_PROTEINS,43,0.389418753103599,0.0383133074411442,10.1640599340533,4.61006652110922e-17,6.12094837332008e-17
PETROVA_PROX1_TARGETS_DN,50,0.404545872638371,0.0398025966734391,10.1638060440497,4.61575842223467e-17,6.1253884657224e-17
PID_KIT_PATHWAY,42,0.409626051202768,0.0403113038463465,10.1615679007588,4.66624029489967e-17,6.18923280599554e-17
ST_G_ALPHA_I_PATHWAY,29,0.389359893483809,0.0383216915616532,10.1603002794747,4.69507667380633e-17,6.22431658636216e-17
BIOCARTA_HIVNEF_PATHWAY,49,0.396881399132142,0.0390652285252671,10.1594541774008,4.71442340053348e-17,6.2467905799857e-17
NAKAJIMA_EOSINOPHIL,27,0.385657373872069,0.0379835660336463,10.1532692725704,4.8582915890447e-17,6.43415368315616e-17
GOLDRATH_ANTIGEN_RESPONSE,276,0.392777891864206,0.0386987838638937,10.1496184801474,4.94526841265701e-17,6.54601993334457e-17
KIM_GERMINAL_CENTER_T_HELPER_UP,47,0.403264638695141,0.0397329254267028,10.149382014145,4.95095547422038e-17,6.55022455995992e-17
DELACROIX_RAR_TARGETS_UP,36,0.407990421441338,0.0402022051179966,10.1484587784141,4.97322227806609e-17,6.57634917560793e-17
ZWANG_EGF_INTERVAL_UP,51,0.397515788318313,0.0391763519522146,10.1468301286241,5.01274719105921e-17,6.62525705241818e-17
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP,150,0.401674163226904,0.0395929664605971,10.1450888663937,5.05535305181962e-17,6.674360614482e-17
LANDIS_ERBB2_BREAST_TUMORS_324_DN,125,0.41727443436625,0.0411310023913138,10.1450100922989,5.05728907683093e-17,6.674360614482e-17
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN,352,0.424044885970904,0.0417984178251893,10.1449984959804,5.05757414136869e-17,6.674360614482e-17
HAMAI_APOPTOSIS_VIA_TRAIL_UP,430,0.396588971525677,0.0390934237753382,10.1446466752258,5.0662303691878e-17,6.68240396016733e-17
KEGG_RNA_POLYMERASE,25,0.405851939480799,0.0400085041538497,10.1441418034557,5.07867820486224e-17,6.69543781530348e-17
HELLER_HDAC_TARGETS_UP,232,0.4069635047982,0.0401224420806804,10.1430392492026,5.10596874381053e-17,6.72801639020287e-17
SESTO_RESPONSE_TO_UV_C8,61,0.39500802210276,0.0389471919562082,10.1421438173746,5.12824059306902e-17,6.75395240147252e-17
BENPORATH_SOX2_TARGETS,500,0.405808873433793,0.0400217185307282,10.1397163423209,5.18910913581324e-17,6.83066888765729e-17
MASSARWEH_TAMOXIFEN_RESISTANCE_DN,169,0.409004955234616,0.0403410868252127,10.1386697142476,5.21557587771744e-17,6.862046124541e-17
BROWNE_HCMV_INFECTION_2HR_UP,26,0.388226795143683,0.0382936649443795,10.1381467589371,5.2288507803671e-17,6.87604419656137e-17
PID_TNF_PATHWAY,36,0.395257100929354,0.038987724816701,10.137988374229,5.23287795139306e-17,6.87787333762442e-17
EPPERT_HSC_R,78,0.400382974336777,0.0395046422319505,10.1350867066695,5.3072093866379e-17,6.97205905827709e-17
JIANG_AGING_HYPOTHALAMUS_DN,33,0.395964513258744,0.0390719713016825,10.1342343390208,5.32924456249358e-17,6.99748317239343e-17
SCHLOSSER_SERUM_RESPONSE_UP,93,0.420582946773366,0.0415043097921402,10.1334764721955,5.34891365926606e-17,7.01783350666808e-17
DOANE_BREAST_CANCER_ESR1_DN,35,0.392907188757333,0.0387733659802236,10.1334299673063,5.35012297614519e-17,7.01783350666808e-17
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,28,0.389792107749294,0.0384703358928952,10.1322772131366,5.38018695097169e-17,7.05238760769007e-17
VANTVEER_BREAST_CANCER_BRCA1_DN,27,0.378534483304824,0.0373595078228142,10.1322127984155,5.38187187693022e-17,7.05238760769007e-17
ZHANG_TLX_TARGETS_60HR_DN,213,0.402166964119028,0.039694877351052,10.1314575319722,5.40166719744118e-17,7.07275550225738e-17
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN,47,0.401260224506722,0.0396058725266022,10.1313315149718,5.40497715770145e-17,7.07275550225738e-17
MORI_SMALL_PRE_BII_LYMPHOCYTE_UP,60,0.372044381922652,0.0367222392274908,10.1313097934435,5.40554790015379e-17,7.07275550225738e-17
MA_MYELOID_DIFFERENTIATION_UP,34,0.39010501670344,0.0385074040026861,10.1306495934192,5.42292376078248e-17,7.09193388064235e-17
ROSS_AML_WITH_CBFB_MYH11_FUSION,37,0.388779425963961,0.038380645827302,10.1295696719987,5.4514669570942e-17,7.12569002558055e-17
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN,55,0.390061581241073,0.0385107336382216,10.1286458187319,5.47600451612267e-17,7.15417916002205e-17
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS,56,0.38483387641067,0.038005669308349,10.1256965977476,5.55507838967551e-17,7.25385361294465e-17
NUYTTEN_EZH2_TARGETS_DN,691,0.413670278265938,0.0408549052620555,10.1253515486704,5.56440416769454e-17,7.26239643497501e-17
REACTOME_PI_3K_CASCADE,36,0.398795946541923,0.0393869056964755,10.1250895314076,5.57149628296978e-17,7.26801690113407e-17
ROSS_AML_WITH_PML_RARA_FUSION,57,0.371829205460281,0.0367249840473242,10.1246934506803,5.58223432926049e-17,7.27838548977543e-17
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_6,54,0.378330487850509,0.0373819373597778,10.1206763097727,5.6923199285859e-17,7.4182131337066e-17
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN,60,0.406844744164784,0.0402028576641574,10.1197966463838,5.71671486134649e-17,7.44628510896306e-17
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP,141,0.396396536907373,0.0392155855725805,10.1081376478165,6.0501081642555e-17,7.87661287452226e-17
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN,127,0.417394712798476,0.0412981410169507,10.1068644379697,6.08767536884923e-17,7.92156859717089e-17
PID_UPA_UPAR_PATHWAY,33,0.376879625347041,0.0372909693002845,10.1064582771295,6.09970858297678e-17,7.93327003638406e-17
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0,51,0.389811026167835,0.0385740878219982,10.1055150796212,6.12774438713605e-17,7.96576238467263e-17
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN,66,0.404721117515473,0.0400503267312126,10.1053137526606,6.13374536294093e-17,7.96959245613192e-17
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,79,0.422271050426304,0.0417887483833094,10.1048982504334,6.14614889666276e-17,7.97952183749099e-17
JEPSEN_SMRT_TARGETS,25,0.326867210798477,0.0323475476783257,10.1048528948454,6.147504366944e-17,7.97952183749099e-17
LY_AGING_OLD_DN,48,0.392943037946811,0.0388940804629033,10.1029008340124,6.20612705872718e-17,8.05160889916421e-17
MASSARWEH_RESPONSE_TO_ESTRADIOL,47,0.402065734902271,0.0397985878235102,10.1025125988204,6.21785278633099e-17,8.06281208724531e-17
SESTO_RESPONSE_TO_UV_C7,62,0.388603267453638,0.0384685938635914,10.1018318691766,6.2384661928588e-17,8.08552324747571e-17
PID_FCER1_PATHWAY,44,0.402437723274252,0.0398506418784244,10.0986509703407,6.33569870340816e-17,8.2035561012567e-17
ZHU_CMV_24_HR_UP,73,0.380087627484651,0.037637480692012,10.0986468939011,6.33582427904647e-17,8.2035561012567e-17
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,621,0.407399918241896,0.040368628055469,10.0919931606817,6.54415213066315e-17,8.4677080819952e-17
RODRIGUES_NTN1_AND_DCC_TARGETS,29,0.38610451233487,0.0382587582799003,10.091924821766,6.54632702237804e-17,8.4677080819952e-17
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP,283,0.402791639731124,0.0399242331390745,10.0889011024461,6.64328508493277e-17,8.58737414769874e-17
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN,43,0.37678289119451,0.037346521552247,10.0888349311836,6.64542292227051e-17,8.58737414769874e-17
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP,32,0.377200453594683,0.0373888874449451,10.0885712138428,6.65394985271196e-17,8.59413622065619e-17
IVANOVSKA_MIR106B_TARGETS,65,0.393839049733581,0.0390388545529497,10.0883864099907,6.6599317537844e-17,8.59760610867071e-17
PID_EPHA_FWDPATHWAY,25,0.396764063327619,0.0393339291563679,10.0870691496475,6.70272631559252e-17,8.64857218465918e-17
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS,44,0.400740690034821,0.0397291159545952,10.086826258425,6.71064727001359e-17,8.65451247032401e-17
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,226,0.414449739903394,0.0410950544024413,10.0851488318938,6.76560649740283e-17,8.72108070737352e-17
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA,70,0.403171607913034,0.0399960425953186,10.0802874922486,6.92744249080416e-17,8.92528269555953e-17
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP,56,0.402986905090711,0.0399784039143821,10.0801149028798,6.93325876997489e-17,8.92836729065374e-17
PID_RAC1_PATHWAY,45,0.353029750011868,0.0350276668838514,10.0785973322883,6.98461203214229e-17,8.986742321706e-17
KEGG_ECM_RECEPTOR_INTERACTION,61,0.399129951256917,0.0396018362806485,10.0785718224877,6.9854785084016e-17,8.986742321706e-17
REACTOME_PACKAGING_OF_TELOMERE_ENDS,42,0.392019543933698,0.0389089779017672,10.0752979151347,7.0975793824606e-17,9.12645865393776e-17
RODRIGUES_NTN1_TARGETS_DN,121,0.400476364376283,0.0397537608511761,10.0739239710055,7.14515911709198e-17,9.18311336773053e-17
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5,45,0.380975913386761,0.037821548856754,10.0729855043662,7.17784169112208e-17,9.22057556481413e-17
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,260,0.435557652746943,0.043248896684221,10.0709540853063,7.24910047392079e-17,9.30753107109219e-17
KEGG_MTOR_SIGNALING_PATHWAY,36,0.375874885739862,0.0373248830266093,10.0703566966813,7.27019033258319e-17,9.33001799198698e-17
KEGG_BASE_EXCISION_REPAIR,29,0.38970679825601,0.0387063323528016,10.0682956655231,7.34342449789893e-17,9.41936800148393e-17
RAMASWAMY_METASTASIS_DN,41,0.393964754593973,0.0391383654161142,10.0659480896913,7.4277406295271e-17,9.52283798645514e-17
REACTOME_HEMOSTASIS,326,0.41523646330735,0.0412583162560436,10.0643094771597,7.48716722202445e-17,9.59431202468653e-17
KEGG_NON_SMALL_CELL_LUNG_CANCER,35,0.399101636899039,0.0396633942208407,10.0622159232488,7.56378606834219e-17,9.68773581360077e-17
HADDAD_B_LYMPHOCYTE_PROGENITOR,205,0.387194866212265,0.0384994392239293,10.0571560006413,7.7522239437391e-17,9.92421603003695e-17
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,39,0.385471460341305,0.0383306980782426,10.0564685661206,7.77818497502451e-17,9.95256723876358e-17
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,387,0.404292852410263,0.0402052481213698,10.0557233520808,7.80642639407427e-17,9.98380708928421e-17
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,1217,0.422811240308491,0.0420531841765053,10.0542027574861,7.86437133221626e-17,1.00529861860619e-16
KEGG_BASAL_CELL_CARCINOMA,42,0.359541951252336,0.0357703537698472,10.051394894378,7.97250408013444e-17,1.01862209329436e-16
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,44,0.40922298698758,0.0407143590517107,10.0510728037701,7.98500280265135e-17,1.01922833030462e-16
ZHAN_MULTIPLE_MYELOMA_CD1_DN,32,0.390655271393671,0.0388670282651486,10.0510712763694,7.98506212013278e-17,1.01922833030462e-16
KEGG_GRAFT_VERSUS_HOST_DISEASE,32,0.398471077915592,0.0396483085521846,10.0501406608842,8.02128525301177e-17,1.02335125795148e-16
RICKMAN_HEAD_AND_NECK_CANCER_D,25,0.432627802273134,0.0430536902436658,10.0485649389086,8.0829939294658e-17,1.03071999814156e-16
WELCSH_BRCA1_TARGETS_UP,164,0.39597090956978,0.0394345643720196,10.0412142463209,8.37720294406988e-17,1.06771482565111e-16
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP,26,0.401601427237752,0.0399963321655447,10.0409563950896,8.38771576535806e-17,1.06853273592867e-16
KEGG_HEDGEHOG_SIGNALING_PATHWAY,38,0.381537118010922,0.0380108738987637,10.0375781684759,8.52667540526297e-17,1.08570503330069e-16
ALONSO_METASTASIS_EMT_UP,26,0.377719989148595,0.0376319667014706,10.0372109739838,8.54191775161107e-17,1.08711528848553e-16
PID_IFNG_PATHWAY,33,0.385736721052702,0.0384351984992087,10.0360278108267,8.59121699894217e-17,1.09285641883179e-16
ZHAN_MULTIPLE_MYELOMA_HP_UP,28,0.35183824888524,0.0350682142576758,10.0329673561359,8.72006346356771e-17,1.10870592477818e-16
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,35,0.394473149801594,0.0393310895363218,10.0295505273837,8.8662005125856e-17,1.12673731794135e-16
ZHOU_TNF_SIGNALING_30MIN,40,0.405979284100133,0.0404817158538732,10.0287074185688,8.90263568875142e-17,1.13081677273381e-16
LAU_APOPTOSIS_CDKN2A_UP,43,0.382077886182199,0.0381159454521188,10.0240957334291,9.10459977764379e-17,1.15590758247555e-16
BYSTROEM_CORRELATED_WITH_IL5_UP,41,0.375408539146593,0.0374514026219653,10.0238846308633,9.11395381373595e-17,1.15653236867885e-16
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN,29,0.380846686758599,0.0380073964095209,10.0203308496868,9.27287545698747e-17,1.17612698431115e-16
ZHAN_MULTIPLE_MYELOMA_CD2_UP,30,0.38337827889229,0.0382699385075231,10.0177396108678,9.39049941553934e-17,1.19046710277659e-16
CHEBOTAEV_GR_TARGETS_DN,82,0.416586493873257,0.0415864105981224,10.017370768038,9.40736328625079e-17,1.19202578017622e-16
GARY_CD5_TARGETS_DN,306,0.412395156615931,0.0411775939213997,10.0150377266607,9.51473700529468e-17,1.20504606052494e-16
RICKMAN_HEAD_AND_NECK_CANCER_F,33,0.340846740127698,0.0340363261943712,10.0142047699633,9.55336873324071e-17,1.2088072349211e-16
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP,69,0.406632125308885,0.0406055622705212,10.0141976264195,9.5537007221438e-17,1.2088072349211e-16
RIZKI_TUMOR_INVASIVENESS_3D_DN,200,0.413303176105128,0.0412771993951325,10.0128686577962,9.61566456704777e-17,1.21605762750497e-16
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN,519,0.388346273635001,0.0387890311839944,10.0117549157878,9.66790314111883e-17,1.22181293543279e-16
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP,244,0.404009517614134,0.0403537424378083,10.0116988712206,9.67053933180805e-17,1.22181293543279e-16
DASU_IL6_SIGNALING_UP,46,0.397116753161711,0.0396697666116492,10.0105643940213,9.72405718437051e-17,1.22797992226634e-16
ROSS_AML_OF_FAB_M7_TYPE,50,0.386388709856786,0.0386029037291567,10.009317241204,9.78323261518839e-17,1.23485505046089e-16
SIG_CHEMOTAXIS,33,0.37909042607154,0.0378809116411635,10.0074261586566,9.87365001700028e-17,1.2456650335761e-16
ULE_SPLICING_VIA_NOVA2,31,0.38880573143083,0.0388647299641914,10.0040764927239,1.00358642033435e-16,1.26551811051344e-16
DUTTA_APOPTOSIS_VIA_NFKB,26,0.382182695242809,0.0382049105178788,10.0034966726059,1.00642128104911e-16,1.26847976920634e-16
MOOTHA_GLUCONEOGENESIS,27,0.40040065419684,0.0400309388197298,10.0022798865636,1.01239649195429e-16,1.27539471149625e-16
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,54,0.386206117964366,0.0386203583488048,10.0000656253962,1.02336122369482e-16,1.28858563350376e-16
BROWNE_HCMV_INFECTION_1HR_UP,39,0.399877209391574,0.0400009689009906,9.99668808976452,1.0403157568725e-16,1.3093023683938e-16
ZHU_CMV_8_HR_DN,40,0.376563104540255,0.0376799079462521,9.99373738060607,1.05535770280759e-16,1.32759317580762e-16
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,154,0.384194963180564,0.0384481649219879,9.99254357028752,1.06150512710353e-16,1.33468283210271e-16
PID_HES_HEY_PATHWAY,36,0.386234748314657,0.0386552155509458,9.99178876148335,1.06541043590982e-16,1.33894789368436e-16
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP,40,0.386250076992749,0.0386778441139968,9.98633935889338,1.09403518417435e-16,1.37425989191665e-16
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP,39,0.388536979860558,0.0389272109495479,9.98111527599873,1.12219894988861e-16,1.40895912428267e-16
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER,36,0.388625822237332,0.0389402146047905,9.9800636997394,1.12795530788331e-16,1.41550524207194e-16
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,82,0.394043676202515,0.0395057849948017,9.97432847504141,1.15987431898387e-16,1.45486158568698e-16
EPPERT_PROGENITOR,93,0.412158633248834,0.0413324436703266,9.97179447061657,1.17426367489599e-16,1.47220275242846e-16
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP,175,0.395669078680692,0.0396815318147689,9.97111403177813,1.17815789479786e-16,1.47637557518137e-16
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,72,0.407296428568713,0.0408633701978039,9.96727451987313,1.20037535252041e-16,1.50349462060765e-16
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE,53,0.384702005474442,0.038597739843569,9.9669567967861,1.20223254980416e-16,1.50509823533544e-16
RAMALHO_STEMNESS_DN,49,0.385076190228181,0.0386914679513304,9.95248334109641,1.28995620277248e-16,1.61414663454839e-16
MUELLER_METHYLATED_IN_GLIOBLASTOMA,32,0.380108881367251,0.0382015936249155,9.95007917992564,1.30513625098393e-16,1.63235881055468e-16
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP,46,0.398282568149443,0.040041731389511,9.94668697702153,1.32685951989929e-16,1.65873334327612e-16
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN,509,0.426838826022854,0.0429173202378765,9.94560759285592,1.33384739259584e-16,1.66667042494374e-16
ZHENG_BOUND_BY_FOXP3,321,0.428408585452926,0.0430812322034029,9.94420455362665,1.34298568423194e-16,1.67728561520399e-16
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_1,51,0.388846793875928,0.0391041579214324,9.94387335119692,1.34515200321608e-16,1.67918735712476e-16
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN,61,0.401343217692217,0.040383494507693,9.93829837127545,1.38214616027692e-16,1.72454296134026e-16
REACTOME_MEIOTIC_SYNAPSIS,60,0.395333734992651,0.039784020228381,9.93699813953516,1.39091961651733e-16,1.73466026744442e-16
